id x y status inf_cout
1 21 3 SUSCEPTIBLE 0
2 32 56 INFECTED 1
3 6 94 INFECTED 1
4 69 75 SUSCEPTIBLE 0
5 79 32 SUSCEPTIBLE 0
6 51 92 INFECTED 1
7 4 33 SUSCEPTIBLE 0
8 83 33 SUSCEPTIBLE 0
9 69 46 SUSCEPTIBLE 0
10 86 35 SUSCEPTIBLE 0
11 36 17 SUSCEPTIBLE 0
12 76 43 SUSCEPTIBLE 0
13 29 74 SUSCEPTIBLE 0
14 68 7 SUSCEPTIBLE 0
15 47 22 SUSCEPTIBLE 0
16 47 69 SUSCEPTIBLE 0
17 69 66 SUSCEPTIBLE 0
18 61 32 INFECTED 1
19 56 75 SUSCEPTIBLE 0
20 100 17 SUSCEPTIBLE 0
21 87 106 SUSCEPTIBLE 0
22 75 27 SUSCEPTIBLE 0
23 66 20 SUSCEPTIBLE 0
24 80 33 SUSCEPTIBLE 0
25 96 68 SUSCEPTIBLE 0
26 83 93 SUSCEPTIBLE 0
27 62 26 SUSCEPTIBLE 0
28 101 42 SUSCEPTIBLE 0
29 91 100 INFECTED 1
30 32 87 INFECTED 1
31 30 55 SUSCEPTIBLE 0
32 49 106 INFECTED 1
33 63 46 SUSCEPTIBLE 0
34 67 68 INFECTED 1
35 38 60 SUSCEPTIBLE 0
36 58 98 INFECTED 1
37 70 27 SUSCEPTIBLE 0
38 68 33 SUSCEPTIBLE 0
39 46 4 INFECTED 1
40 48 43 SUSCEPTIBLE 0
41 7 3 SUSCEPTIBLE 0
42 100 98 SUSCEPTIBLE 0
43 89 52 SUSCEPTIBLE 0
44 13 24 SUSCEPTIBLE 0
45 68 47 SUSCEPTIBLE 0
46 49 27 SUSCEPTIBLE 0
47 1 83 SUSCEPTIBLE 0
48 53 78 SUSCEPTIBLE 0
49 18 91 INFECTED 1
50 29 85 SUSCEPTIBLE 0
51 76 29 SUSCEPTIBLE 0
52 2 98 SUSCEPTIBLE 0
53 5 6 INFECTED 1
54 49 77 SUSCEPTIBLE 0
55 30 71 SUSCEPTIBLE 0
