id x y status inf_cout
1 32 103 INFECTED 47
2 66 1 INFECTED 48
3 53 145 INFECTED 49
4 66 41 INFECTED 47
5 53 110 INFECTED 47
6 44 135 INFECTED 48
7 48 6 IMMUNE 48
8 14 8 INFECTED 48
9 41 6 IMMUNE 46
10 24 79 IMMUNE 46
11 10 25 INFECTED 47
12 27 76 INFECTED 47
13 4 72 INFECTED 47
14 61 67 IMMUNE 45
15 33 147 INFECTED 47
16 24 90 INFECTED 47
17 67 42 INFECTED 46
18 30 109 SUSCEPTIBLE 46
19 57 79 INFECTED 47
20 76 86 IMMUNE 47
21 91 5 INFECTED 47
22 7 73 INFECTED 46
23 19 72 IMMUNE 47
24 97 125 INFECTED 48
25 17 106 INFECTED 48
26 98 46 INFECTED 46
27 30 111 INFECTED 47
28 59 128 INFECTED 46
29 85 48 INFECTED 47
30 38 98 INFECTED 47
31 40 65 SUSCEPTIBLE 46
32 51 2 SUSCEPTIBLE 47
33 38 99 INFECTED 46
34 45 100 SUSCEPTIBLE 46
35 42 17 IMMUNE 46
36 40 48 INFECTED 47
37 92 97 INFECTED 47
38 79 132 SUSCEPTIBLE 47
39 30 94 INFECTED 48
40 76 142 IMMUNE 46
41 8 44 IMMUNE 46
42 4 101 INFECTED 48
43 24 47 INFECTED 47
44 72 14 SUSCEPTIBLE 47
45 5 104 INFECTED 47
46 70 111 IMMUNE 46
47 35 83 IMMUNE 46
48 84 84 INFECTED 46
49 17 25 INFECTED 47
50 36 129 SUSCEPTIBLE 47
51 98 65 SUSCEPTIBLE 47
52 36 107 IMMUNE 47
53 55 135 INFECTED 48
54 58 3 INFECTED 47
55 31 38 SUSCEPTIBLE 48
56 12 96 INFECTED 47
57 46 75 IMMUNE 47
58 69 100 INFECTED 47
59 40 142 IMMUNE 45
60 27 134 INFECTED 47
61 33 99 IMMUNE 46
62 72 82 INFECTED 48
63 85 143 INFECTED 47
64 58 34 IMMUNE 47
65 92 28 INFECTED 46
66 80 125 INFECTED 48
67 9 25 INFECTED 46
68 28 65 IMMUNE 47
69 84 81 INFECTED 48
70 35 16 INFECTED 47
71 19 16 IMMUNE 47
72 15 79 INFECTED 48
73 72 33 INFECTED 45
74 91 2 INFECTED 47
75 84 53 INFECTED 47
76 84 19 INFECTED 46
77 11 75 INFECTED 47
78 28 10 INFECTED 46
79 42 103 IMMUNE 47
80 0 29 IMMUNE 45
81 16 129 INFECTED 46
82 45 36 INFECTED 46
83 25 6 INFECTED 48
84 97 126 INFECTED 47
85 3 142 INFECTED 47
86 67 100 INFECTED 46
87 64 6 INFECTED 46
88 84 113 IMMUNE 47
89 62 126 INFECTED 48
90 32 72 INFECTED 48
91 63 31 INFECTED 46
92 55 148 INFECTED 47
93 81 72 INFECTED 47
94 68 91 INFECTED 48
95 48 90 IMMUNE 48
96 38 68 INFECTED 46
97 47 139 INFECTED 47
98 73 10 IMMUNE 45
99 70 67 SUSCEPTIBLE 45
100 29 71 INFECTED 47
101 43 11 INFECTED 47
102 49 118 IMMUNE 47
103 59 5 INFECTED 47
104 16 1 INFECTED 47
105 96 62 INFECTED 49
106 17 105 INFECTED 47
107 11 89 INFECTED 46
108 20 127 IMMUNE 47
109 37 60 INFECTED 48
110 14 101 IMMUNE 45
111 96 139 INFECTED 46
112 10 47 IMMUNE 46
