id x y status inf_cout
1 21 65 INFECTED 49
2 62 56 SUSCEPTIBLE 46
3 22 94 INFECTED 50
4 49 75 SUSCEPTIBLE 47
5 79 44 SUSCEPTIBLE 48
6 19 92 INFECTED 50
7 4 83 INFECTED 51
8 83 43 IMMUNE 48
9 69 56 INFECTED 50
10 76 35 INFECTED 49
11 26 17 INFECTED 50
12 76 101 SUSCEPTIBLE 49
13 29 12 INFECTED 51
14 78 7 INFECTED 49
15 47 44 IMMUNE 49
16 23 69 SUSCEPTIBLE 48
17 69 56 INFECTED 50
18 91 32 INFECTED 52
19 56 9 INFECTED 49
20 100 85 INFECTED 51
21 5 106 INFECTED 48
22 75 23 SUSCEPTIBLE 49
23 98 20 INFECTED 50
24 80 83 SUSCEPTIBLE 50
25 102 68 INFECTED 49
26 33 93 INFECTED 49
27 62 46 INFECTED 48
28 101 38 INFECTED 49
29 79 100 INFECTED 49
30 32 13 IMMUNE 48
31 30 25 INFECTED 51
32 47 106 INFECTED 51
33 75 46 INFECTED 49
34 39 68 INFECTED 51
35 54 60 INFECTED 50
36 58 4 INFECTED 51
37 70 25 IMMUNE 48
38 62 33 INFECTED 50
39 46 42 INFECTED 49
40 48 21 SUSCEPTIBLE 48
41 7 3 INFECTED 45
42 100 70 INFECTED 50
43 89 94 INFECTED 51
44 13 8 INFECTED 50
45 6 47 INFECTED 47
46 49 15 INFECTED 48
47 1 53 INFECTED 53
48 53 16 INFECTED 49
49 18 85 IMMUNE 49
50 29 97 INFECTED 48
51 76 39 INFECTED 50
52 6 98 INFECTED 50
53 5 32 INFECTED 49
54 9 77 SUSCEPTIBLE 48
55 30 1 IMMUNE 49
56 35 83 INFECTED 50
57 18 14 INFECTED 48
58 36 43 INFECTED 48
59 66 68 SUSCEPTIBLE 46
60 29 72 INFECTED 50
61 52 49 INFECTED 48
62 72 88 INFECTED 48
63 9 101 INFECTED 51
64 95 61 SUSCEPTIBLE 48
65 36 87 INFECTED 47
66 87 89 INFECTED 50
67 41 55 INFECTED 48
68 53 87 INFECTED 51
69 23 17 IMMUNE 48
70 49 25 INFECTED 50
71 54 63 INFECTED 50
72 1 42 INFECTED 49
73 77 54 IMMUNE 47
74 70 77 INFECTED 49
75 38 79 INFECTED 47
76 99 60 INFECTED 53
77 57 81 INFECTED 51
78 65 23 IMMUNE 48
79 33 73 INFECTED 49
80 3 41 INFECTED 46
81 52 79 INFECTED 50
82 6 9 SUSCEPTIBLE 50
83 60 10 INFECTED 49
84 31 13 INFECTED 51
85 13 93 INFECTED 49
86 34 102 INFECTED 49
87 26 78 IMMUNE 47
88 89 70 INFECTED 48
89 97 65 INFECTED 47
90 17 83 INFECTED 51
91 102 45 INFECTED 48
92 88 80 INFECTED 49
93 82 17 INFECTED 48
94 92 100 INFECTED 48
95 32 37 IMMUNE 50
96 59 84 INFECTED 50
97 65 14 INFECTED 49
98 24 68 INFECTED 51
99 34 60 IMMUNE 48
100 82 105 SUSCEPTIBLE 46
101 97 16 SUSCEPTIBLE 46
102 16 95 INFECTED 47
103 48 6 INFECTED 49
104 28 90 INFECTED 49
105 37 87 IMMUNE 50
106 70 30 INFECTED 47
107 68 69 INFECTED 47
108 67 103 SUSCEPTIBLE 46
109 13 68 IMMUNE 47
110 58 53 INFECTED 51
111 84 62 SUSCEPTIBLE 51
112 54 54 SUSCEPTIBLE 47
113 17 34 IMMUNE 48
114 0 14 INFECTED 49
115 9 79 INFECTED 48
116 91 99 INFECTED 46
117 75 39 INFECTED 53
118 24 71 INFECTED 48
119 58 96 SUSCEPTIBLE 50
120 62 84 SUSCEPTIBLE 47
121 83 89 SUSCEPTIBLE 49
122 76 35 INFECTED 47
123 59 74 SUSCEPTIBLE 48
124 105 62 INFECTED 49
125 61 81 SUSCEPTIBLE 50
126 65 98 INFECTED 48
127 88 101 INFECTED 48
128 94 49 INFECTED 47
129 95 1 INFECTED 47
130 91 104 INFECTED 49
131 1 82 INFECTED 48
132 92 48 INFECTED 47
133 4 24 INFECTED 43
134 86 68 INFECTED 48
135 104 34 INFECTED 48
136 29 107 IMMUNE 47
137 58 75 INFECTED 49
138 73 56 INFECTED 48
139 4 23 INFECTED 51
140 70 76 INFECTED 49
141 65 86 INFECTED 48
142 107 33 IMMUNE 45
143 96 10 INFECTED 50
144 80 90 INFECTED 45
145 34 95 SUSCEPTIBLE 46
146 47 59 SUSCEPTIBLE 46
147 67 35 INFECTED 47
148 70 17 INFECTED 48
149 68 43 INFECTED 49
150 38 12 INFECTED 51
151 63 7 IMMUNE 50
152 82 50 SUSCEPTIBLE 48
153 29 46 INFECTED 45
154 29 25 INFECTED 47
155 45 62 INFECTED 49
156 62 54 INFECTED 49
157 44 72 INFECTED 50
158 35 83 INFECTED 46
159 95 22 INFECTED 49
160 86 20 IMMUNE 50
161 68 47 SUSCEPTIBLE 48
162 33 9 INFECTED 48
163 21 95 INFECTED 48
164 15 94 INFECTED 47
165 94 49 SUSCEPTIBLE 50
166 14 51 INFECTED 50
167 74 5 SUSCEPTIBLE 50
168 12 52 INFECTED 48
169 5 25 IMMUNE 47
170 92 43 INFECTED 47
171 63 93 INFECTED 47
172 24 48 IMMUNE 50
173 38 76 INFECTED 49
174 84 0 INFECTED 52
175 88 82 SUSCEPTIBLE 50
176 32 47 INFECTED 47
177 52 100 INFECTED 48
178 83 101 INFECTED 51
179 15 10 SUSCEPTIBLE 49
180 64 62 INFECTED 50
181 79 67 INFECTED 49
182 92 106 IMMUNE 50
183 65 93 INFECTED 52
184 25 79 INFECTED 49
185 30 100 IMMUNE 49
186 34 71 INFECTED 48
187 32 74 INFECTED 49
188 72 16 IMMUNE 47
189 67 91 INFECTED 49
190 22 17 INFECTED 46
191 74 100 SUSCEPTIBLE 47
192 21 50 INFECTED 50
193 29 94 INFECTED 50
194 67 61 SUSCEPTIBLE 45
195 76 96 INFECTED 49
196 3 50 INFECTED 51
197 18 83 INFECTED 50
198 56 76 IMMUNE 50
199 69 41 INFECTED 50
200 13 87 IMMUNE 49
201 67 34 INFECTED 48
202 39 79 INFECTED 51
203 29 103 INFECTED 49
204 107 4 INFECTED 51
205 33 83 IMMUNE 49
206 52 20 SUSCEPTIBLE 46
207 9 47 SUSCEPTIBLE 46
208 54 47 SUSCEPTIBLE 47
209 100 20 IMMUNE 47
210 13 94 INFECTED 47
211 14 82 INFECTED 49
212 96 52 INFECTED 50
213 30 29 INFECTED 48
214 69 39 INFECTED 50
215 24 18 INFECTED 51
216 17 46 INFECTED 50
217 23 42 SUSCEPTIBLE 48
218 78 57 INFECTED 48
219 103 21 INFECTED 49
220 15 70 INFECTED 50
221 25 80 INFECTED 50
222 72 27 SUSCEPTIBLE 46
223 99 35 SUSCEPTIBLE 47
224 19 86 SUSCEPTIBLE 46
225 65 20 INFECTED 51
226 45 103 IMMUNE 51
227 88 34 SUSCEPTIBLE 48
228 84 55 INFECTED 49
229 29 56 INFECTED 50
230 45 33 INFECTED 50
231 8 94 INFECTED 49
232 25 26 INFECTED 51
233 107 37 INFECTED 46
234 67 27 INFECTED 48
235 83 63 INFECTED 51
236 81 31 INFECTED 50
237 0 6 INFECTED 44
238 81 62 INFECTED 48
239 8 16 INFECTED 50
240 104 30 INFECTED 48
241 52 79 IMMUNE 49
242 82 35 INFECTED 49
243 63 22 SUSCEPTIBLE 50
244 13 108 SUSCEPTIBLE 51
245 88 33 INFECTED 51
246 38 51 INFECTED 49
247 8 92 INFECTED 50
248 27 106 INFECTED 48
249 63 54 INFECTED 49
250 9 70 INFECTED 49
251 27 90 SUSCEPTIBLE 48
252 91 108 IMMUNE 48
253 60 46 SUSCEPTIBLE 49
254 103 15 INFECTED 49
255 107 4 INFECTED 49
256 100 95 SUSCEPTIBLE 49
257 26 59 IMMUNE 51
258 12 18 SUSCEPTIBLE 47
259 41 107 INFECTED 49
260 11 45 INFECTED 51
261 1 30 SUSCEPTIBLE 47
262 63 41 SUSCEPTIBLE 50
263 10 65 INFECTED 50
264 17 61 INFECTED 48
265 13 44 INFECTED 50
266 29 92 INFECTED 51
267 38 34 INFECTED 49
268 6 86 INFECTED 51
269 1 9 INFECTED 49
270 21 83 IMMUNE 50
271 12 30 INFECTED 48
272 99 89 INFECTED 48
273 2 103 INFECTED 47
274 78 95 INFECTED 48
275 3 60 INFECTED 50
276 57 69 INFECTED 49
277 8 87 SUSCEPTIBLE 49
278 67 91 INFECTED 51
279 25 95 INFECTED 44
280 88 65 INFECTED 49
281 44 19 IMMUNE 46
282 66 65 SUSCEPTIBLE 48
283 14 68 INFECTED 49
284 77 13 SUSCEPTIBLE 50
285 25 8 INFECTED 50
286 51 88 INFECTED 47
287 91 37 INFECTED 48
288 42 92 SUSCEPTIBLE 47
289 13 0 SUSCEPTIBLE 47
290 38 52 INFECTED 49
291 26 93 INFECTED 52
292 94 34 SUSCEPTIBLE 50
293 87 5 SUSCEPTIBLE 46
294 2 19 SUSCEPTIBLE 50
295 13 19 INFECTED 46
296 106 41 IMMUNE 46
297 19 81 SUSCEPTIBLE 46
298 107 86 SUSCEPTIBLE 48
299 100 87 INFECTED 48
300 31 12 INFECTED 49
301 10 17 INFECTED 48
302 72 58 INFECTED 46
303 85 57 SUSCEPTIBLE 48
304 36 87 INFECTED 49
305 79 59 INFECTED 45
306 11 98 INFECTED 51
307 7 17 INFECTED 50
308 3 7 INFECTED 50
309 24 105 INFECTED 47
310 22 108 INFECTED 46
311 84 44 IMMUNE 50
312 78 55 INFECTED 48
313 20 41 INFECTED 47
314 82 67 INFECTED 50
315 9 60 SUSCEPTIBLE 48
316 38 93 SUSCEPTIBLE 49
317 69 3 INFECTED 51
318 33 54 SUSCEPTIBLE 49
319 2 32 INFECTED 50
320 101 104 INFECTED 50
321 37 78 INFECTED 49
322 84 9 INFECTED 50
323 41 14 SUSCEPTIBLE 44
324 104 92 INFECTED 49
325 12 45 INFECTED 49
326 46 44 INFECTED 46
