id x y status inf_cout
1 244 79 SUSCEPTIBLE 48
2 74 11 INFECTED 48
3 75 22 INFECTED 48
4 246 17 INFECTED 49
5 4 94 IMMUNE 48
6 72 84 INFECTED 49
7 107 75 IMMUNE 48
8 43 41 INFECTED 49
9 237 88 INFECTED 48
10 192 66 INFECTED 49
11 181 14 SUSCEPTIBLE 48
12 15 60 IMMUNE 49
13 214 65 INFECTED 48
14 118 41 INFECTED 49
15 158 71 SUSCEPTIBLE 47
16 201 17 INFECTED 48
17 138 36 INFECTED 48
18 175 51 INFECTED 49
19 38 13 INFECTED 48
20 161 96 IMMUNE 48
21 157 89 INFECTED 49
22 183 74 INFECTED 49
23 201 17 INFECTED 48
24 182 15 IMMUNE 48
25 169 55 INFECTED 48
26 212 73 IMMUNE 48
27 148 13 INFECTED 48
28 17 16 INFECTED 47
29 120 80 INFECTED 49
30 117 37 IMMUNE 47
31 173 37 INFECTED 49
32 86 45 INFECTED 49
33 44 19 INFECTED 48
34 101 2 INFECTED 48
35 1 89 INFECTED 49
36 39 20 IMMUNE 49
37 190 26 INFECTED 49
38 68 78 INFECTED 49
39 216 57 INFECTED 48
40 116 26 INFECTED 49
41 62 21 INFECTED 49
42 14 10 IMMUNE 49
43 219 41 INFECTED 49
44 227 4 IMMUNE 48
45 181 28 INFECTED 49
46 217 12 INFECTED 49
47 143 37 INFECTED 48
48 85 15 INFECTED 48
49 185 46 SUSCEPTIBLE 48
50 20 70 INFECTED 49
51 150 64 INFECTED 48
52 177 83 SUSCEPTIBLE 48
53 185 35 INFECTED 49
54 2 75 INFECTED 47
55 232 55 INFECTED 49
56 162 36 INFECTED 48
57 163 88 INFECTED 49
58 151 82 SUSCEPTIBLE 48
59 248 82 INFECTED 48
60 236 78 IMMUNE 48
61 101 71 SUSCEPTIBLE 48
62 223 18 SUSCEPTIBLE 49
63 118 54 IMMUNE 48
64 226 30 INFECTED 48
65 222 87 INFECTED 48
66 159 2 SUSCEPTIBLE 48
67 147 5 INFECTED 47
68 102 64 SUSCEPTIBLE 48
69 28 49 IMMUNE 48
70 47 49 INFECTED 49
71 10 6 SUSCEPTIBLE 48
72 14 66 INFECTED 49
73 140 75 INFECTED 49
74 143 15 INFECTED 48
75 223 41 INFECTED 49
76 211 21 INFECTED 48
77 54 12 IMMUNE 48
78 166 3 INFECTED 48
79 139 79 IMMUNE 48
80 220 52 INFECTED 48
81 85 23 IMMUNE 47
82 206 50 INFECTED 48
83 237 48 IMMUNE 48
84 67 11 IMMUNE 47
85 149 20 INFECTED 49
86 175 39 INFECTED 49
87 223 67 INFECTED 49
88 194 44 INFECTED 49
89 68 77 IMMUNE 47
90 215 47 INFECTED 49
91 216 36 SUSCEPTIBLE 48
92 74 3 SUSCEPTIBLE 48
93 171 60 INFECTED 48
94 233 31 INFECTED 49
95 110 49 SUSCEPTIBLE 48
96 23 31 IMMUNE 48
97 198 51 INFECTED 48
98 38 96 INFECTED 48
99 18 95 INFECTED 49
100 176 73 INFECTED 48
101 64 62 SUSCEPTIBLE 48
102 32 19 INFECTED 49
103 37 14 IMMUNE 49
104 221 88 INFECTED 49
105 248 10 SUSCEPTIBLE 49
106 228 4 SUSCEPTIBLE 48
107 121 4 INFECTED 49
108 7 28 IMMUNE 48
109 13 84 INFECTED 48
110 215 17 IMMUNE 47
111 85 69 SUSCEPTIBLE 48
112 183 59 INFECTED 49
113 185 36 INFECTED 48
114 190 24 IMMUNE 48
115 29 66 IMMUNE 47
116 8 83 INFECTED 48
117 118 56 INFECTED 48
118 30 27 SUSCEPTIBLE 48
119 58 30 INFECTED 49
120 157 69 INFECTED 49
121 38 65 IMMUNE 48
122 107 47 SUSCEPTIBLE 47
123 64 57 SUSCEPTIBLE 47
124 213 73 INFECTED 49
125 11 39 IMMUNE 49
126 169 42 IMMUNE 48
127 201 70 INFECTED 48
128 91 90 SUSCEPTIBLE 48
129 211 55 INFECTED 49
130 138 41 INFECTED 48
131 113 61 INFECTED 48
132 24 66 IMMUNE 48
133 78 9 INFECTED 49
134 82 34 INFECTED 47
135 161 72 INFECTED 49
136 11 61 IMMUNE 49
137 177 48 INFECTED 49
138 33 53 IMMUNE 48
139 74 77 INFECTED 48
140 32 28 SUSCEPTIBLE 48
141 174 1 INFECTED 48
142 117 12 INFECTED 49
143 202 2 IMMUNE 47
144 209 94 SUSCEPTIBLE 48
145 200 63 INFECTED 49
146 198 32 INFECTED 48
147 114 25 SUSCEPTIBLE 48
148 236 5 INFECTED 48
149 249 70 SUSCEPTIBLE 47
150 228 31 INFECTED 48
151 242 18 SUSCEPTIBLE 48
152 241 51 INFECTED 48
153 127 21 INFECTED 49
154 80 60 IMMUNE 48
155 116 27 INFECTED 49
156 116 15 INFECTED 48
157 147 89 IMMUNE 49
158 42 96 SUSCEPTIBLE 48
159 52 56 SUSCEPTIBLE 48
160 204 58 INFECTED 48
161 87 57 SUSCEPTIBLE 47
162 155 30 INFECTED 48
163 11 92 IMMUNE 49
164 73 4 INFECTED 49
165 46 7 SUSCEPTIBLE 47
166 191 23 IMMUNE 49
167 189 35 SUSCEPTIBLE 48
168 92 82 INFECTED 49
169 239 48 INFECTED 49
170 50 89 INFECTED 48
171 208 44 INFECTED 49
172 201 60 INFECTED 48
173 73 79 INFECTED 48
174 93 69 INFECTED 49
175 29 28 INFECTED 49
176 99 22 SUSCEPTIBLE 47
177 118 30 SUSCEPTIBLE 49
178 86 80 IMMUNE 48
179 192 59 INFECTED 49
180 201 26 INFECTED 49
181 190 0 IMMUNE 47
182 127 36 INFECTED 47
183 139 64 INFECTED 49
184 188 0 INFECTED 48
185 69 63 IMMUNE 48
186 174 34 SUSCEPTIBLE 46
187 208 87 SUSCEPTIBLE 48
188 32 76 IMMUNE 47
189 61 23 INFECTED 48
190 226 2 INFECTED 47
191 238 6 INFECTED 49
192 205 83 SUSCEPTIBLE 47
193 157 74 SUSCEPTIBLE 48
194 192 77 INFECTED 49
195 24 26 SUSCEPTIBLE 48
196 226 63 IMMUNE 47
197 166 70 INFECTED 49
198 247 29 INFECTED 49
199 38 14 INFECTED 49
200 24 16 SUSCEPTIBLE 47
201 233 20 IMMUNE 47
202 114 45 INFECTED 49
203 186 83 SUSCEPTIBLE 48
204 82 28 INFECTED 49
205 116 64 IMMUNE 48
206 30 43 INFECTED 49
207 112 85 INFECTED 49
208 205 39 INFECTED 48
209 110 93 INFECTED 48
210 132 64 SUSCEPTIBLE 48
211 82 90 INFECTED 49
212 40 98 INFECTED 49
213 151 86 SUSCEPTIBLE 47
214 2 62 INFECTED 49
215 230 50 SUSCEPTIBLE 47
216 105 57 INFECTED 48
217 66 91 INFECTED 49
218 206 1 INFECTED 49
