id x y status inf_cout
1 21 33 INFECTED 10
2 74 56 INFECTED 9
3 44 94 INFECTED 9
4 65 75 INFECTED 9
5 79 78 INFECTED 9
6 1 92 INFECTED 9
7 4 97 INFECTED 9
8 83 105 INFECTED 9
9 69 48 INFECTED 10
10 10 35 INFECTED 10
11 34 17 INFECTED 9
12 76 11 IMMUNE 8
13 29 18 IMMUNE 9
14 92 7 SUSCEPTIBLE 7
15 47 70 IMMUNE 9
16 33 69 INFECTED 9
17 69 64 INFECTED 9
18 13 32 IMMUNE 9
19 56 69 IMMUNE 9
20 100 47 INFECTED 9
21 25 106 INFECTED 9
22 75 61 INFECTED 9
23 102 20 IMMUNE 9
24 80 43 INFECTED 9
25 100 68 SUSCEPTIBLE 9
26 71 93 INFECTED 9
27 62 32 INFECTED 10
28 101 26 IMMUNE 8
29 57 100 INFECTED 10
30 32 15 SUSCEPTIBLE 9
31 30 39 INFECTED 9
32 5 106 INFECTED 9
33 79 46 SUSCEPTIBLE 8
34 85 68 IMMUNE 9
35 46 60 INFECTED 9
36 58 34 SUSCEPTIBLE 8
37 70 17 IMMUNE 8
38 42 33 INFECTED 8
39 46 82 INFECTED 10
40 48 57 SUSCEPTIBLE 9
41 83 3 IMMUNE 9
42 100 108 INFECTED 9
43 89 104 SUSCEPTIBLE 9
44 13 26 SUSCEPTIBLE 9
45 12 47 IMMUNE 8
46 49 25 INFECTED 8
47 1 75 IMMUNE 9
48 53 28 INFECTED 8
49 18 75 INFECTED 10
50 29 87 INFECTED 9
51 76 59 IMMUNE 9
52 44 98 INFECTED 10
53 5 42 INFECTED 9
54 81 77 INFECTED 10
55 30 57 INFECTED 9
56 99 83 SUSCEPTIBLE 8
57 108 14 SUSCEPTIBLE 9
58 36 69 INFECTED 9
59 0 68 INFECTED 8
60 105 72 INFECTED 9
61 104 49 INFECTED 9
62 72 82 IMMUNE 8
63 73 101 INFECTED 9
64 101 61 INFECTED 9
65 36 107 INFECTED 9
66 101 89 INFECTED 9
67 31 55 INFECTED 9
68 53 67 INFECTED 10
69 97 17 INFECTED 9
70 81 25 INFECTED 9
71 54 3 IMMUNE 9
72 1 32 SUSCEPTIBLE 9
73 77 24 INFECTED 10
74 70 63 INFECTED 10
75 22 79 IMMUNE 9
76 99 50 SUSCEPTIBLE 8
77 23 81 SUSCEPTIBLE 8
78 65 31 INFECTED 9
79 33 39 INFECTED 8
80 3 29 INFECTED 8
81 18 79 INFECTED 9
82 6 79 INFECTED 9
83 26 10 IMMUNE 9
84 39 13 INFECTED 9
85 27 93 INFECTED 9
86 34 68 INFECTED 9
87 26 100 SUSCEPTIBLE 7
88 43 70 INFECTED 8
